,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2016-01-06 05:00:00,3,25.0,-1.0,-9999.0,1.0,-9999.0,1.0,17.6,-1.0,6.6,-1.0,24.2,-1.0,1.3,-1.0,0.54,-1.0,4.4,-1.0,-9999.0,1.0,213.901,1.0,90.0296,1.0,644.105,1.0,0.0,1.0,0.0,1.0,18.7765,1.0,0.586239,1.0
2016-01-06 06:00:00,3,28.0,-1.0,-9999.0,1.0,-9999.0,1.0,33.1,-1.0,6.6,-1.0,39.7,-1.0,1.5,-1.0,0.65,-1.0,4.3,-1.0,-9999.0,1.0,63.0466,1.0,90.6934,1.0,644.591,1.0,0.0,1.0,0.0,1.0,18.5856,1.0,0.416303,1.0
2016-01-06 07:00:00,3,27.0,-1.0,-9999.0,1.0,-9999.0,1.0,53.5,-1.0,7.4,-1.0,60.9,-1.0,1.7,-1.0,1.02,-1.0,4.4,-1.0,-9999.0,1.0,26.5933,1.0,90.4948,1.0,645.047,1.0,0.0,1.0,5.56503,1.0,18.5613,1.0,0.197898,1.0
2016-01-06 08:00:00,3,36.0,-1.0,-9999.0,1.0,-9999.0,1.0,60.5,-1.0,8.9,-1.0,69.3,-1.0,1.7,-1.0,0.92,-1.0,4.9,-1.0,-9999.0,1.0,48.9889,1.0,89.3116,1.0,645.672,1.0,0.0,1.0,44.9919,1.0,18.9172,1.0,1.38263,1.0
2016-01-06 09:00:00,3,30.0,-1.0,-9999.0,1.0,-9999.0,1.0,25.3,-1.0,6.1,-1.0,31.4,-1.0,2.7,-1.0,0.54,-1.0,5.6,-1.0,-9999.0,1.0,50.4328,1.0,86.0813,1.0,645.911,1.0,0.0,1.0,141.012,1.0,19.7257,1.0,1.79726,1.0
2016-01-06 10:00:00,3,13.0,-1.0,-9999.0,1.0,-9999.0,1.0,11.4,-1.0,4.4,-1.0,15.8,-1.0,6.4,-1.0,0.41,-1.0,8.6,-1.0,-9999.0,1.0,51.0976,1.0,77.244,1.0,646.216,1.0,0.0,1.0,300.95,1.0,21.5809,1.0,1.60493,1.0
2016-01-06 11:00:00,3,14.0,-1.0,-9999.0,1.0,-9999.0,1.0,11.4,-1.0,5.8,-1.0,17.2,-1.0,10.0,-1.0,0.44,-1.0,14.4,-1.0,-9999.0,1.0,67.9086,1.0,66.0778,1.0,645.875,1.0,0.0,1.0,583.162,1.0,23.9674,1.0,1.067,1.0
2016-01-06 12:00:00,3,14.0,-1.0,-9999.0,1.0,-9999.0,1.0,3.4,-1.0,2.1,-1.0,5.5,-1.0,21.1,-1.0,0.38,-1.0,6.3,-1.0,-9999.0,1.0,65.5145,1.0,47.0988,1.0,644.985,1.0,0.0,1.0,947.605,1.0,27.7502,1.0,0.534153,1.0
2016-01-06 13:00:00,3,14.0,-1.0,-9999.0,1.0,-9999.0,1.0,4.8,-1.0,4.5,-1.0,9.2,-1.0,23.9,-1.0,0.35,-1.0,9.5,-1.0,-9999.0,1.0,47.5232,1.0,38.7147,1.0,643.961,1.0,0.0,1.0,941.159,1.0,29.3724,1.0,1.28559,1.0
2016-01-06 14:00:00,3,12.0,-1.0,-9999.0,1.0,-9999.0,1.0,3.2,-1.0,1.9,-1.0,5.1,-1.0,24.2,-1.0,0.35,-1.0,4.4,-1.0,-9999.0,1.0,33.6829,1.0,39.7556,1.0,642.95,1.0,0.0,1.0,891.133,1.0,29.5347,1.0,3.31248,1.0
2016-01-06 15:00:00,3,18.0,-1.0,-9999.0,1.0,-9999.0,1.0,5.5,-1.0,3.9,-1.0,9.4,-1.0,21.8,-1.0,0.37,-1.0,6.3,-1.0,-9999.0,1.0,39.3319,1.0,47.0866,1.0,642.313,1.0,0.0,1.0,634.037,1.0,28.7275,1.0,4.69333,1.0
2016-01-06 16:00:00,3,15.0,-1.0,-9999.0,1.0,-9999.0,1.0,8.5,-1.0,5.3,-1.0,13.8,-1.0,17.0,-1.0,0.38,-1.0,12.6,-1.0,-9999.0,1.0,52.5787,1.0,51.5026,1.0,642.123,1.0,0.0,1.0,456.163,1.0,28.0271,1.0,4.27063,1.0
2016-01-06 17:00:00,3,17.0,-1.0,-9999.0,1.0,-9999.0,1.0,6.1,-1.0,4.5,-1.0,10.6,-1.0,15.7,-1.0,0.38,-1.0,8.1,-1.0,-9999.0,1.0,49.7228,1.0,59.1919,1.0,642.363,1.0,0.0,1.0,184.536,1.0,26.1275,1.0,4.70295,1.0
2016-01-06 18:00:00,3,17.0,-1.0,-9999.0,1.0,-9999.0,1.0,5.4,-1.0,5.4,-1.0,10.8,-1.0,12.1,-1.0,0.42,-1.0,7.5,-1.0,-9999.0,1.0,40.2002,1.0,71.5939,1.0,643.254,1.0,0.0,1.0,0.283812,1.0,23.43,1.0,3.52164,1.0
2016-01-06 19:00:00,3,27.0,-1.0,-9999.0,1.0,-9999.0,1.0,3.3,-1.0,8.4,-1.0,11.7,-1.0,8.0,-1.0,0.48,-1.0,3.1,-1.0,-9999.0,1.0,343.254,1.0,81.2308,1.0,644.052,1.0,0.0,1.0,0.0,1.0,21.8674,1.0,1.63103,1.0
2016-01-06 20:00:00,3,16.0,-1.0,-9999.0,1.0,-9999.0,1.0,4.3,-1.0,17.4,-1.0,21.7,-1.0,4.1,-1.0,0.68,-1.0,3.3,-1.0,-9999.0,1.0,306.557,1.0,84.5093,1.0,644.617,1.0,0.5,1.0,0.0,1.0,20.6332,1.0,1.20095,1.0
2016-01-06 21:00:00,3,12.0,-1.0,-9999.0,1.0,-9999.0,1.0,4.3,-1.0,8.9,-1.0,13.2,-1.0,6.5,-1.0,0.46,-1.0,3.9,-1.0,-9999.0,1.0,35.4559,1.0,84.131,1.0,645.268,1.0,0.0,1.0,0.0,1.0,21.0347,1.0,0.924501,1.0
2016-01-06 22:00:00,3,8.0,-1.0,-9999.0,1.0,-9999.0,1.0,12.8,-1.0,10.0,-1.0,22.7,-1.0,5.0,-1.0,0.48,-1.0,4.4,-1.0,-9999.0,1.0,64.6794,1.0,84.6349,1.0,645.637,1.0,0.0,1.0,0.0,1.0,20.8559,1.0,1.08418,1.0
2016-01-06 23:00:00,3,10.0,-1.0,-9999.0,1.0,-9999.0,1.0,12.5,-1.0,10.8,-1.0,23.3,-1.0,3.2,-1.0,0.52,-1.0,6.5,-1.0,-9999.0,1.0,76.9902,1.0,86.6727,1.0,645.691,1.0,0.0,1.0,0.0,1.0,20.5555,1.0,0.708161,1.0
2016-01-07 00:00:00,3,13.0,-1.0,-9999.0,1.0,-9999.0,1.0,7.0,-1.0,9.4,-1.0,16.4,-1.0,3.2,-1.0,0.49,-1.0,4.9,-1.0,-9999.0,1.0,71.4499,1.0,87.9746,1.0,645.48,1.0,0.0,1.0,0.0,1.0,20.3118,1.0,0.704136,1.0
2016-01-07 01:00:00,3,13.0,-1.0,-9999.0,1.0,-9999.0,1.0,7.0,-1.0,10.1,-1.0,17.1,-1.0,1.9,-1.0,0.54,-1.0,4.3,-1.0,-9999.0,1.0,14.6798,1.0,89.7553,1.0,645.218,1.0,0.0,1.0,0.0,1.0,19.98,1.0,0.276804,1.0
2016-01-07 02:00:00,3,24.0,-1.0,-9999.0,1.0,-9999.0,1.0,7.1,-1.0,8.2,-1.0,15.3,-1.0,2.4,-1.0,0.5,-1.0,5.0,-1.0,-9999.0,1.0,69.029,1.0,89.3116,1.0,644.493,1.0,0.0,1.0,0.0,1.0,19.8144,1.0,0.784476,1.0
2016-01-07 03:00:00,3,9.0,-1.0,-9999.0,1.0,-9999.0,1.0,12.5,-1.0,7.9,-1.0,20.4,-1.0,1.8,-1.0,0.51,-1.0,5.7,-1.0,-9999.0,1.0,192.581,1.0,90.0017,1.0,644.02,1.0,0.0,1.0,0.0,1.0,19.5072,1.0,0.377488,1.0
2016-01-07 04:00:00,3,10.0,-1.0,-9999.0,1.0,-9999.0,1.0,9.9,-1.0,6.2,-1.0,16.1,-1.0,1.5,-1.0,0.49,-1.0,4.5,-1.0,-9999.0,1.0,81.8081,1.0,90.8675,1.0,643.972,1.0,0.0,1.0,0.0,1.0,19.1075,1.0,0.105416,1.0
2016-01-07 05:00:00,3,26.0,-1.0,-9999.0,1.0,-9999.0,1.0,18.1,-1.0,6.5,-1.0,24.6,-1.0,1.8,-1.0,0.57,-1.0,4.2,-1.0,-9999.0,1.0,236.232,1.0,91.3463,1.0,644.122,1.0,0.0,1.0,0.0,1.0,19.0755,1.0,0.370058,1.0
2016-01-07 06:00:00,3,28.0,-1.0,-9999.0,1.0,-9999.0,1.0,30.0,-1.0,6.7,-1.0,36.7,-1.0,1.5,-1.0,0.63,-1.0,4.5,-1.0,-9999.0,1.0,184.305,1.0,90.6618,1.0,644.266,1.0,0.0,1.0,0.0,1.0,19.029,1.0,0.442454,1.0
2016-01-07 07:00:00,3,29.0,-1.0,-9999.0,1.0,-9999.0,1.0,41.6,-1.0,7.5,-1.0,49.1,-1.0,1.5,-1.0,0.76,-1.0,4.3,-1.0,-9999.0,1.0,200.743,1.0,91.4901,1.0,644.554,1.0,0.0,1.0,4.69233,1.0,18.5928,1.0,0.227525,1.0
2016-01-07 08:00:00,3,27.0,-1.0,-9999.0,1.0,-9999.0,1.0,43.9,-1.0,8.9,-1.0,52.8,-1.0,2.4,-1.0,0.75,-1.0,6.7,-1.0,-9999.0,1.0,279.809,1.0,83.9963,1.0,645.248,1.0,0.0,1.0,191.29,1.0,20.5286,1.0,0.182777,1.0
2016-01-07 09:00:00,3,21.0,-1.0,-9999.0,1.0,-9999.0,1.0,12.9,-1.0,6.8,-1.0,19.7,-1.0,9.2,-1.0,0.66,-1.0,8.6,-1.0,-9999.0,1.0,309.628,1.0,69.1611,1.0,645.614,1.0,0.0,1.0,415.85,1.0,23.3922,1.0,0.343484,1.0
2016-01-07 10:00:00,3,23.0,-1.0,-9999.0,1.0,-9999.0,1.0,9.2,-1.0,9.0,-1.0,18.3,-1.0,13.8,-1.0,0.53,-1.0,12.4,-1.0,-9999.0,1.0,65.7744,1.0,64.4104,1.0,645.642,1.0,0.0,1.0,438.796,1.0,23.906,1.0,0.936042,1.0
2016-01-07 11:00:00,3,7.0,-1.0,-9999.0,1.0,-9999.0,1.0,3.4,-1.0,3.1,-1.0,6.5,-1.0,21.9,-1.0,0.42,-1.0,6.1,-1.0,-9999.0,1.0,74.0735,1.0,52.1849,1.0,645.18,1.0,0.0,1.0,855.481,1.0,26.2191,1.0,1.52212,1.0
2016-01-07 12:00:00,3,18.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.7,-1.0,2.2,-1.0,4.9,-1.0,25.7,-1.0,0.38,-1.0,4.3,-1.0,-9999.0,1.0,39.3825,1.0,48.4539,1.0,644.437,1.0,0.0,1.0,938.398,1.0,27.5263,1.0,2.1492,1.0
2016-01-07 13:00:00,3,20.0,-1.0,-9999.0,1.0,-9999.0,1.0,3.7,-1.0,2.1,-1.0,5.8,-1.0,23.2,-1.0,0.36,-1.0,3.5,-1.0,-9999.0,1.0,33.5077,1.0,47.1815,1.0,643.466,1.0,0.0,1.0,949.237,1.0,28.394,1.0,3.1966,1.0
2016-01-07 14:00:00,3,12.0,-1.0,-9999.0,1.0,-9999.0,1.0,7.3,-1.0,3.9,-1.0,11.2,-1.0,20.1,-1.0,0.37,-1.0,9.3,-1.0,-9999.0,1.0,35.3817,1.0,47.7682,1.0,642.602,1.0,0.0,1.0,885.864,1.0,28.9354,1.0,3.68078,1.0
2016-01-07 15:00:00,3,19.0,-1.0,-9999.0,1.0,-9999.0,1.0,3.5,-1.0,1.7,-1.0,5.2,-1.0,20.9,-1.0,0.37,-1.0,4.1,-1.0,-9999.0,1.0,38.2553,1.0,51.6659,1.0,641.808,1.0,0.0,1.0,754.403,1.0,28.5481,1.0,4.73389,1.0
2016-01-07 16:00:00,3,13.0,-1.0,-9999.0,1.0,-9999.0,1.0,6.9,-1.0,4.3,-1.0,11.2,-1.0,17.9,-1.0,0.38,-1.0,8.3,-1.0,-9999.0,1.0,47.2228,1.0,52.0459,1.0,641.553,1.0,0.0,1.0,468.783,1.0,28.4841,1.0,4.08269,1.0
2016-01-07 17:00:00,3,14.0,-1.0,-9999.0,1.0,-9999.0,1.0,10.4,-1.0,9.0,-1.0,19.4,-1.0,12.1,-1.0,0.4,-1.0,17.5,-1.0,-9999.0,1.0,54.6791,1.0,52.6835,1.0,641.782,1.0,0.0,1.0,188.55,1.0,27.5096,1.0,3.71228,1.0
2016-01-07 18:00:00,3,16.0,-1.0,-9999.0,1.0,-9999.0,1.0,7.2,-1.0,9.5,-1.0,16.7,-1.0,11.4,-1.0,0.46,-1.0,12.7,-1.0,-9999.0,1.0,37.6745,1.0,59.5748,1.0,642.228,1.0,0.0,1.0,11.2707,1.0,25.5154,1.0,2.66306,1.0
2016-01-07 19:00:00,3,27.0,-1.0,-9999.0,1.0,-9999.0,1.0,3.0,-1.0,6.1,-1.0,9.2,-1.0,12.5,-1.0,0.47,-1.0,4.5,-1.0,-9999.0,1.0,19.2642,1.0,72.0318,1.0,642.946,1.0,0.0,1.0,0.0,1.0,23.7541,1.0,2.61368,1.0
2016-01-07 20:00:00,3,19.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.9,-1.0,5.8,-1.0,8.8,-1.0,10.2,-1.0,0.45,-1.0,3.5,-1.0,-9999.0,1.0,26.0261,1.0,76.8923,1.0,643.456,1.0,0.0,1.0,0.0,1.0,23.0448,1.0,2.60186,1.0
2016-01-07 21:00:00,3,20.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.6,-1.0,6.3,-1.0,8.9,-1.0,9.4,-1.0,0.43,-1.0,3.0,-1.0,-9999.0,1.0,19.9858,1.0,79.1739,1.0,644.084,1.0,0.0,1.0,0.0,1.0,22.6045,1.0,2.31632,1.0
2016-01-07 22:00:00,3,16.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.8,-1.0,6.0,-1.0,8.8,-1.0,7.6,-1.0,0.43,-1.0,2.8,-1.0,-9999.0,1.0,39.1366,1.0,80.7696,1.0,644.574,1.0,0.0,1.0,0.0,1.0,22.1844,1.0,2.39278,1.0
2016-01-07 23:00:00,3,12.0,-1.0,-9999.0,1.0,-9999.0,1.0,3.1,-1.0,5.0,-1.0,8.1,-1.0,7.5,-1.0,0.41,-1.0,3.0,-1.0,-9999.0,1.0,49.543,1.0,81.4831,1.0,644.802,1.0,0.0,1.0,0.0,1.0,21.9079,1.0,1.86857,1.0
2016-01-08 00:00:00,3,20.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.7,-1.0,4.6,-1.0,6.2,-1.0,6.7,-1.0,0.38,-1.0,3.1,-1.0,-9999.0,1.0,46.3965,1.0,84.7367,1.0,644.499,1.0,0.0,1.0,0.0,1.0,21.184,1.0,2.14763,1.0
2016-01-08 01:00:00,3,17.0,-1.0,-9999.0,1.0,-9999.0,1.0,6.8,-1.0,5.2,-1.0,12.0,-1.0,5.5,-1.0,0.4,-1.0,3.7,-1.0,-9999.0,1.0,61.0794,1.0,86.913,1.0,644.307,1.0,0.0,1.0,0.0,1.0,20.7396,1.0,1.92814,1.0
2016-01-08 02:00:00,3,18.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.0,-1.0,5.4,-1.0,6.4,-1.0,4.5,-1.0,0.38,-1.0,3.2,-1.0,-9999.0,1.0,51.565,1.0,88.4697,1.0,643.984,1.0,0.0,1.0,0.0,1.0,20.4022,1.0,1.53181,1.0
2016-01-08 03:00:00,3,16.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.8,-1.0,5.8,-1.0,8.6,-1.0,3.5,-1.0,0.41,-1.0,3.6,-1.0,-9999.0,1.0,52.8236,1.0,88.6129,1.0,643.498,1.0,0.0,1.0,0.0,1.0,20.2598,1.0,1.34274,1.0
2016-01-08 04:00:00,3,16.0,-1.0,-9999.0,1.0,-9999.0,1.0,5.3,-1.0,6.1,-1.0,11.4,-1.0,2.8,-1.0,0.42,-1.0,4.1,-1.0,-9999.0,1.0,69.0687,1.0,87.9344,1.0,643.425,1.0,0.0,1.0,0.0,1.0,20.1614,1.0,0.633129,1.0
2016-01-08 05:00:00,3,17.0,-1.0,-9999.0,1.0,-9999.0,1.0,7.5,-1.0,7.3,-1.0,14.8,-1.0,2.1,-1.0,0.47,-1.0,4.6,-1.0,-9999.0,1.0,60.6661,1.0,88.3166,1.0,643.47,1.0,0.0,1.0,0.0,1.0,19.8785,1.0,0.856803,1.0
2016-01-08 06:00:00,3,25.0,-1.0,-9999.0,1.0,-9999.0,1.0,22.0,-1.0,7.6,-1.0,29.6,-1.0,1.6,-1.0,0.62,-1.0,4.8,-1.0,-9999.0,1.0,251.027,1.0,89.0106,1.0,643.555,1.0,0.0,1.0,0.0,1.0,19.6056,1.0,0.172699,1.0
2016-01-08 07:00:00,3,31.0,-1.0,-9999.0,1.0,-9999.0,1.0,34.8,-1.0,7.1,-1.0,41.9,-1.0,1.9,-1.0,0.68,-1.0,5.1,-1.0,-9999.0,1.0,85.5646,1.0,89.4722,1.0,644.103,1.0,0.0,1.0,6.49804,1.0,19.4635,1.0,1.02634,1.0
2016-01-08 08:00:00,3,16.0,-1.0,-9999.0,1.0,-9999.0,1.0,24.9,-1.0,6.5,-1.0,31.4,-1.0,3.0,-1.0,0.53,-1.0,8.2,-1.0,-9999.0,1.0,37.0836,1.0,84.7479,1.0,644.634,1.0,0.0,1.0,151.955,1.0,20.5187,1.0,1.2966,1.0
2016-01-08 09:00:00,3,19.0,-1.0,-9999.0,1.0,-9999.0,1.0,16.8,-1.0,5.9,-1.0,22.6,-1.0,7.1,-1.0,0.48,-1.0,13.7,-1.0,-9999.0,1.0,42.6248,1.0,74.7785,1.0,645.081,1.0,0.0,1.0,399.86,1.0,22.4108,1.0,1.7633,1.0
2016-01-08 10:00:00,3,10.0,-1.0,-9999.0,1.0,-9999.0,1.0,5.5,-1.0,3.0,-1.0,8.5,-1.0,13.2,-1.0,0.44,-1.0,7.1,-1.0,-9999.0,1.0,41.817,1.0,63.3849,1.0,645.05,1.0,0.0,1.0,557.268,1.0,24.7285,1.0,1.2379,1.0
2016-01-08 11:00:00,3,19.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.4,-1.0,1.2,-1.0,3.6,-1.0,22.5,-1.0,0.36,-1.0,3.2,-1.0,-9999.0,1.0,25.4077,1.0,54.0093,1.0,644.736,1.0,0.0,1.0,879.269,1.0,26.4369,1.0,2.2362,1.0
2016-01-08 12:00:00,3,17.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.9,-1.0,1.4,-1.0,4.3,-1.0,23.4,-1.0,0.35,-1.0,2.5,-1.0,-9999.0,1.0,34.2108,1.0,47.6508,1.0,644.262,1.0,0.0,1.0,963.99,1.0,27.4199,1.0,3.03319,1.0
2016-01-08 13:00:00,3,11.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.7,-1.0,1.1,-1.0,3.8,-1.0,22.9,-1.0,0.36,-1.0,2.7,-1.0,-9999.0,1.0,30.7085,1.0,46.055,1.0,643.283,1.0,0.0,1.0,959.972,1.0,28.3355,1.0,3.61401,1.0
2016-01-08 14:00:00,3,17.0,-1.0,-9999.0,1.0,-9999.0,1.0,6.4,-1.0,3.5,-1.0,9.9,-1.0,20.0,-1.0,0.38,-1.0,6.1,-1.0,-9999.0,1.0,34.9122,1.0,48.0134,1.0,642.358,1.0,0.0,1.0,883.497,1.0,28.8241,1.0,4.14752,1.0
2016-01-08 15:00:00,3,12.0,-1.0,-9999.0,1.0,-9999.0,1.0,9.2,-1.0,5.8,-1.0,15.1,-1.0,17.7,-1.0,0.37,-1.0,14.8,-1.0,-9999.0,1.0,51.8261,1.0,47.017,1.0,641.615,1.0,0.0,1.0,741.128,1.0,29.0227,1.0,4.64433,1.0
2016-01-08 16:00:00,3,11.0,-1.0,-9999.0,1.0,-9999.0,1.0,7.6,-1.0,5.4,-1.0,12.9,-1.0,19.1,-1.0,0.39,-1.0,11.9,-1.0,-9999.0,1.0,58.3939,1.0,46.3661,1.0,641.315,1.0,0.0,1.0,557.695,1.0,29.1007,1.0,4.1568,1.0
2016-01-08 17:00:00,3,9.0,-1.0,-9999.0,1.0,-9999.0,1.0,8.9,-1.0,7.4,-1.0,16.3,-1.0,16.3,-1.0,0.4,-1.0,16.3,-1.0,-9999.0,1.0,64.7824,1.0,49.4429,1.0,641.559,1.0,0.0,1.0,329.015,1.0,28.2088,1.0,4.32352,1.0
2016-01-08 18:00:00,3,18.0,-1.0,-9999.0,1.0,-9999.0,1.0,6.3,-1.0,7.1,-1.0,13.4,-1.0,14.0,-1.0,0.43,-1.0,11.3,-1.0,-9999.0,1.0,60.3987,1.0,59.8593,1.0,642.141,1.0,0.0,1.0,20.2667,1.0,25.4672,1.0,3.30535,1.0
2016-01-08 19:00:00,3,27.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.2,-1.0,4.4,-1.0,6.7,-1.0,14.8,-1.0,0.44,-1.0,4.5,-1.0,-9999.0,1.0,30.5763,1.0,69.6513,1.0,642.724,1.0,0.0,1.0,0.0,1.0,23.6981,1.0,2.73855,1.0
2016-01-08 20:00:00,3,25.0,-1.0,-9999.0,1.0,-9999.0,1.0,3.1,-1.0,7.5,-1.0,10.6,-1.0,10.8,-1.0,0.5,-1.0,3.4,-1.0,-9999.0,1.0,23.5958,1.0,74.8285,1.0,643.227,1.0,0.0,1.0,0.0,1.0,22.9745,1.0,2.49469,1.0
2016-01-08 21:00:00,3,25.0,-1.0,-9999.0,1.0,-9999.0,1.0,3.5,-1.0,9.2,-1.0,12.7,-1.0,7.6,-1.0,0.49,-1.0,3.2,-1.0,-9999.0,1.0,34.0091,1.0,78.9492,1.0,643.677,1.0,0.0,1.0,0.0,1.0,22.2253,1.0,2.15808,1.0
2016-01-08 22:00:00,3,19.0,-1.0,-9999.0,1.0,-9999.0,1.0,13.4,-1.0,12.5,-1.0,25.9,-1.0,3.4,-1.0,0.58,-1.0,5.4,-1.0,-9999.0,1.0,67.8956,1.0,81.8652,1.0,644.179,1.0,0.0,1.0,0.0,1.0,21.628,1.0,1.3547,1.0
2016-01-08 23:00:00,3,27.0,-1.0,-9999.0,1.0,-9999.0,1.0,23.5,-1.0,12.0,-1.0,35.5,-1.0,2.6,-1.0,0.58,-1.0,11.2,-1.0,-9999.0,1.0,71.5839,1.0,83.2555,1.0,644.334,1.0,0.0,1.0,0.0,1.0,21.0728,1.0,1.57418,1.0
2016-01-09 00:00:00,3,28.0,-1.0,-9999.0,1.0,-9999.0,1.0,18.4,-1.0,10.9,-1.0,29.4,-1.0,2.1,-1.0,0.48,-1.0,11.7,-1.0,-9999.0,1.0,73.5778,1.0,84.5946,1.0,644.32,1.0,0.0,1.0,0.0,1.0,20.6226,1.0,1.61726,1.0
2016-01-09 01:00:00,3,19.0,-1.0,-9999.0,1.0,-9999.0,1.0,24.0,-1.0,9.8,-1.0,33.9,-1.0,1.9,-1.0,0.52,-1.0,12.3,-1.0,-9999.0,1.0,79.1783,1.0,85.6444,1.0,644.06,1.0,0.0,1.0,0.0,1.0,20.1264,1.0,0.968247,1.0
2016-01-09 02:00:00,3,16.0,-1.0,-9999.0,1.0,-9999.0,1.0,16.8,-1.0,9.0,-1.0,25.8,-1.0,1.6,-1.0,0.54,-1.0,13.6,-1.0,-9999.0,1.0,66.1282,1.0,84.6612,1.0,643.814,1.0,0.0,1.0,0.0,1.0,19.6908,1.0,0.650674,1.0
2016-01-09 03:00:00,3,18.0,-1.0,-9999.0,1.0,-9999.0,1.0,11.2,-1.0,8.8,-1.0,20.0,-1.0,1.5,-1.0,0.52,-1.0,9.4,-1.0,-9999.0,1.0,0.0568997,1.0,83.8106,1.0,643.464,1.0,0.0,1.0,0.0,1.0,19.1806,1.0,0.152781,1.0
2016-01-09 04:00:00,3,20.0,-1.0,-9999.0,1.0,-9999.0,1.0,12.8,-1.0,7.5,-1.0,20.3,-1.0,1.3,-1.0,0.5,-1.0,6.1,-1.0,-9999.0,1.0,256.175,1.0,86.7663,1.0,643.287,1.0,0.0,1.0,0.0,1.0,18.5207,1.0,0.184195,1.0
2016-01-09 05:00:00,3,14.0,-1.0,-9999.0,1.0,-9999.0,1.0,6.7,-1.0,6.0,-1.0,12.7,-1.0,1.1,-1.0,0.44,-1.0,4.6,-1.0,-9999.0,1.0,220.453,1.0,88.4366,1.0,643.418,1.0,0.0,1.0,0.0,1.0,17.8395,1.0,0.442201,1.0
2016-01-09 06:00:00,3,15.0,-1.0,-9999.0,1.0,-9999.0,1.0,12.7,-1.0,6.7,-1.0,19.4,-1.0,1.1,-1.0,0.43,-1.0,4.3,-1.0,-9999.0,1.0,264.154,1.0,87.6718,1.0,643.655,1.0,0.0,1.0,0.0,1.0,17.2931,1.0,0.260174,1.0
2016-01-09 07:00:00,3,16.0,-1.0,-9999.0,1.0,-9999.0,1.0,13.6,-1.0,6.3,-1.0,20.0,-1.0,1.6,-1.0,0.48,-1.0,4.5,-1.0,-9999.0,1.0,243.112,1.0,85.7661,1.0,644.002,1.0,0.0,1.0,4.80739,1.0,16.9856,1.0,0.494339,1.0
2016-01-09 08:00:00,3,16.0,-1.0,-9999.0,1.0,-9999.0,1.0,23.6,-1.0,7.4,-1.0,31.0,-1.0,3.4,-1.0,0.55,-1.0,10.8,-1.0,-9999.0,1.0,316.154,1.0,76.505,1.0,644.462,1.0,0.0,1.0,208.859,1.0,19.8299,1.0,0.238631,1.0
2016-01-09 09:00:00,3,-9996.0,4.1996,-9999.0,1.0,-9999.0,1.0,-9996.0,4.1996,-9996.0,4.1996,-9996.0,4.1996,5.7,-1.0,-9996.0,4.1996,-9996.0,4.1996,-9999.0,1.0,16.9237,1.0,64.2524,1.0,644.72,1.0,0.0,1.0,425.644,1.0,21.9554,1.0,0.998887,1.0
2016-01-09 10:00:00,3,-9996.0,4.1996,-9999.0,1.0,-9999.0,1.0,-9996.0,4.1996,-9996.0,4.1996,-9996.0,4.1996,-9996.0,4.1996,-9996.0,4.1996,-9996.0,4.1996,-9999.0,1.0,78.5771,1.0,51.7211,1.0,644.515,1.0,0.0,1.0,687.584,1.0,24.6333,1.0,1.03842,1.0
2016-01-09 11:00:00,3,-9996.0,4.1996,-9999.0,1.0,-9999.0,1.0,-9996.0,4.1996,-9996.0,4.1996,-9996.0,4.1996,-9996.0,4.1996,-9996.0,4.1996,-9996.0,4.1996,-9999.0,1.0,45.7174,1.0,46.2696,1.0,644.118,1.0,0.0,1.0,852.647,1.0,26.5868,1.0,1.66116,1.0
2016-01-09 12:00:00,3,19.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.7,-1.0,0.7,-1.0,2.5,-1.0,-9996.0,4.1996,-9996.0,4.1996,-9996.0,4.1996,-9999.0,1.0,29.9979,1.0,42.4319,1.0,643.464,1.0,0.0,1.0,966.598,1.0,27.9079,1.0,2.74632,1.0
2016-01-09 13:00:00,3,-9964.0,4.1964,-9999.0,1.0,-9999.0,1.0,2.3,-1.0,0.9,-1.0,3.2,-1.0,23.2,-1.0,0.37,-1.0,2.8,-1.0,-9999.0,1.0,30.6909,1.0,43.8979,1.0,642.693,1.0,0.0,1.0,959.793,1.0,28.1502,1.0,4.38847,1.0
