station;VARIABLE;YEAR;MONTH;DAY;HOUR;Value
station206;Wind;2019;1;3;9;1.25333333333333
station229;Wind;2019;1;3;9;1.50933333333333
station322;Wind;2019;1;3;9;1.43816666666667
station318;Wind;2019;1;3;9;1.21666666666667
station105;Wind;2019;1;3;9;-96.4683333333333
station82;Wind;2019;1;3;10;0.94
station254;Wind;2019;1;3;10;0.847833333333333
station319;Wind;2019;1;3;10;1.33583333333333
station271;Wind;2019;1;3;10;2.158
station349;Wind;2019;1;3;10;-999
station83;Wind;2019;1;3;10;1.28333333333333
station68;Wind;2019;1;3;10;1.78333333333333
station197;Wind;2019;1;3;10;1.27683333333333
station59;Wind;2019;1;3;10;2.72166666666667
station313;Wind;2019;1;3;10;1.86166666666667
station252;Wind;2019;1;3;10;1.9575
station206;Wind;2019;1;3;10;1.135
station229;Wind;2019;1;3;10;1.90866666666667
station322;Wind;2019;1;3;10;1.53566666666667
station318;Wind;2019;1;3;10;1.26816666666667
station105;Wind;2019;1;3;10;-147.238333333333
station82;Wind;2019;1;3;11;1.34666666666667
station254;Wind;2019;1;3;11;2.44
station319;Wind;2019;1;3;11;2.5375
station271;Wind;2019;1;3;11;3.2545
station349;Wind;2019;1;3;11;-999
station83;Wind;2019;1;3;11;1.70666666666667
station68;Wind;2019;1;3;11;2.49
station197;Wind;2019;1;3;11;1.77333333333333
station59;Wind;2019;1;3;11;3.04
station313;Wind;2019;1;3;11;2.14433333333333
station252;Wind;2019;1;3;11;4.11816666666667
station206;Wind;2019;1;3;11;1.91333333333333
station229;Wind;2019;1;3;11;2.2835
station322;Wind;2019;1;3;11;1.6355
station318;Wind;2019;1;3;11;1.72583333333333
station105;Wind;2019;1;3;11;-115.055
station82;Wind;2019;1;3;12;3.61833333333333
station254;Wind;2019;1;3;12;2.48366666666667
station319;Wind;2019;1;3;12;2.461
station271;Wind;2019;1;3;12;5.3875
station349;Wind;2019;1;3;12;-999
station83;Wind;2019;1;3;12;2.61166666666667
station68;Wind;2019;1;3;12;2.84333333333333
station197;Wind;2019;1;3;12;2.3315
station59;Wind;2019;1;3;12;2.695
station313;Wind;2019;1;3;12;2.44883333333333
station252;Wind;2019;1;3;12;5.3885
station206;Wind;2019;1;3;12;3.93
station229;Wind;2019;1;3;12;7.00733333333333
station322;Wind;2019;1;3;12;5.32816666666667
station318;Wind;2019;1;3;12;3.7885
station105;Wind;2019;1;3;12;-148.151666666667
station82;Wind;2019;1;3;13;3.51
station254;Wind;2019;1;3;13;2.44733333333333
station319;Wind;2019;1;3;13;3.2565
