,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2016-02-01 10:00:00,3,31.0,-1.0,-9999.0,1.0,-9999.0,1.0,7.3,-1.0,11.2,-1.0,18.5,-1.0,18.7,-1.0,0.71,-1.0,-9964.0,4.1964,-9999.0,1.0,116.4,-1.0,62.5,-1.0,644.907,1.0,0.0,-1.0,262.7,-1.0,23.09,-1.0,1.2,-1.0
2016-02-01 11:00:00,3,29.0,-1.0,-9999.0,1.0,-9999.0,1.0,4.6,-1.0,9.1,-1.0,13.7,-1.0,26.7,-1.0,0.63,-1.0,-9964.0,4.1964,-9999.0,1.0,25.3,-1.0,57.6,-1.0,644.581,1.0,0.0,-1.0,460.3,-1.0,24.01,-1.0,2.4,-1.0
2016-02-01 12:00:00,3,33.0,-1.0,-9999.0,1.0,-9999.0,1.0,3.8,-1.0,6.6,-1.0,10.4,-1.0,32.5,-1.0,0.6,-1.0,-9964.0,4.1964,-9999.0,1.0,24.2,-1.0,53.4,-1.0,643.918,1.0,0.0,-1.0,815.5,-1.0,25.31,-1.0,2.9,-1.0
2016-02-01 13:00:00,3,29.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.9,-1.0,5.2,-1.0,8.1,-1.0,34.2,-1.0,0.58,-1.0,-9964.0,4.1964,-9999.0,1.0,36.5,-1.0,47.4,-1.0,643.069,1.0,0.0,-1.0,700.1,-1.0,26.71,-1.0,3.1,-1.0
2016-02-01 14:00:00,3,31.0,-1.0,-9999.0,1.0,-9999.0,1.0,3.0,-1.0,5.1,-1.0,8.1,-1.0,34.6,-1.0,0.58,-1.0,-9964.0,4.1964,-9999.0,1.0,41.1,-1.0,40.5,-1.0,642.232,1.0,0.0,-1.0,916.9,-1.0,28.51,-1.0,3.4,-1.0
2016-02-01 15:00:00,3,33.0,-1.0,-9999.0,1.0,-9999.0,1.0,3.0,-1.0,5.4,-1.0,8.4,-1.0,35.1,-1.0,0.58,-1.0,-9964.0,4.1964,-9999.0,1.0,49.7,-1.0,38.0,-1.0,641.389,1.0,0.0,-1.0,776.4,-1.0,29.34,-1.0,4.0,-1.0
2016-02-01 16:00:00,3,30.0,-1.0,-9999.0,1.0,-9999.0,1.0,3.1,-1.0,6.0,-1.0,9.1,-1.0,36.2,-1.0,0.59,-1.0,-9964.0,4.1964,-9999.0,1.0,57.7,-1.0,35.6,-1.0,641.002,1.0,0.0,-1.0,553.2,-1.0,29.7,-1.0,3.7,-1.0
2016-02-01 17:00:00,3,26.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.7,-1.0,6.9,-1.0,9.6,-1.0,34.1,-1.0,0.58,-1.0,-9964.0,4.1964,-9999.0,1.0,57.1,-1.0,38.9,-1.0,641.047,1.0,0.0,-1.0,296.1,-1.0,28.9,-1.0,3.6,-1.0
2016-02-01 18:00:00,3,26.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.2,-1.0,6.4,-1.0,8.6,-1.0,30.7,-1.0,0.61,-1.0,-9964.0,4.1964,-9999.0,1.0,64.8,-1.0,49.2,-1.0,641.521,1.0,0.0,-1.0,75.5,-1.0,26.62,-1.0,3.9,-1.0
2016-02-01 19:00:00,3,27.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.8,-1.0,9.3,-1.0,12.1,-1.0,25.2,-1.0,0.68,-1.0,-9964.0,4.1964,-9999.0,1.0,73.0,-1.0,56.7,-1.0,642.285,1.0,0.0,-1.0,0.0,-1.0,24.97,-1.0,3.1,-1.0
2016-02-01 20:00:00,3,29.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.9,-1.0,6.1,-1.0,8.0,-1.0,26.5,-1.0,0.59,-1.0,-9964.0,4.1964,-9999.0,1.0,47.6,-1.0,66.2,-1.0,643.148,1.0,0.0,-1.0,0.0,-1.0,23.42,-1.0,3.3,-1.0
2016-02-01 21:00:00,3,30.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.8,-1.0,9.7,-1.0,11.6,-1.0,20.2,-1.0,0.62,-1.0,-9964.0,4.1964,-9999.0,1.0,28.1,-1.0,72.2,-1.0,643.68,1.0,0.0,-1.0,0.0,-1.0,22.36,-1.0,2.4,-1.0
2016-02-01 22:00:00,3,27.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.4,-1.0,7.8,-1.0,9.2,-1.0,21.5,-1.0,0.61,-1.0,-9964.0,4.1964,-9999.0,1.0,32.7,-1.0,74.9,-1.0,644.049,1.0,0.0,-1.0,0.0,-1.0,21.86,-1.0,2.4,-1.0
2016-02-01 23:00:00,3,31.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.1,-1.0,6.5,-1.0,7.6,-1.0,-9992.0,4.1992,-9992.0,4.1992,-9992.0,4.1992,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31
2016-02-02 00:00:00,3,35.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.1,-1.0,8.8,-1.0,9.8,-1.0,-9992.0,4.1992,-9992.0,4.1992,-9992.0,4.1992,-9999.0,1.0,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31,-9999.0,4.31
2016-02-02 01:00:00,3,33.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.6,-1.0,12.2,-1.0,13.7,-1.0,10.9,-1.0,0.63,-1.0,-9964.0,4.1964,-9999.0,1.0,78.9,-1.0,81.5,-1.0,643.913,1.0,0.0,-1.0,0.0,-1.0,20.34,-1.0,1.0,-1.0
2016-02-02 02:00:00,3,38.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.5,-1.0,13.0,-1.0,14.4,-1.0,7.9,-1.0,0.69,-1.0,-9964.0,4.1964,-9999.0,1.0,109.7,-1.0,83.0,-1.0,643.367,1.0,0.0,-1.0,0.0,-1.0,19.86,-1.0,0.7,-1.0
2016-02-02 03:00:00,3,38.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.5,-1.0,12.4,-1.0,13.9,-1.0,6.3,-1.0,0.69,-1.0,-9964.0,4.1964,-9999.0,1.0,24.1,-1.0,84.5,-1.0,642.985,1.0,0.0,-1.0,0.0,-1.0,19.43,-1.0,0.2,-1.0
2016-02-02 04:00:00,3,42.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.0,-1.0,12.5,-1.0,14.5,-1.0,3.9,-1.0,0.69,-1.0,-9964.0,4.1964,-9999.0,1.0,229.7,-1.0,86.6,-1.0,642.911,1.0,0.0,-1.0,0.0,-1.0,18.84,-1.0,0.4,-1.0
2016-02-02 05:00:00,3,48.0,-1.0,-9999.0,1.0,-9999.0,1.0,4.8,-1.0,14.3,-1.0,19.0,-1.0,2.8,-1.0,0.73,-1.0,-9964.0,4.1964,-9999.0,1.0,93.0,-1.0,85.6,-1.0,643.117,1.0,0.0,-1.0,0.0,-1.0,18.96,-1.0,0.4,-1.0
2016-02-02 06:00:00,3,47.0,-1.0,-9999.0,1.0,-9999.0,1.0,12.4,-1.0,15.1,-1.0,27.6,-1.0,1.4,-1.0,0.87,-1.0,-9964.0,4.1964,-9999.0,1.0,10.6,-1.0,87.1,-1.0,643.461,1.0,0.0,-1.0,0.0,-1.0,18.44,-1.0,0.2,-1.0
2016-02-02 07:00:00,3,51.0,-1.0,-9999.0,1.0,-9999.0,1.0,23.5,-1.0,16.2,-1.0,39.7,-1.0,1.4,-1.0,0.96,-1.0,-9964.0,4.1964,-9999.0,1.0,229.3,-1.0,89.4,-1.0,643.777,1.0,0.0,-1.0,5.6,-1.0,17.77,-1.0,0.5,-1.0
2016-02-02 08:00:00,3,73.0,-1.0,-9999.0,1.0,-9999.0,1.0,65.8,-1.0,22.7,-1.0,88.5,-1.0,2.8,-1.0,1.37,-1.0,-9964.0,4.1964,-9999.0,1.0,5.5,-1.0,83.7,-1.0,644.276,1.0,0.0,-1.0,163.3,-1.0,19.26,-1.0,0.7,-1.0
2016-02-02 09:00:00,3,55.0,-1.0,-9999.0,1.0,-9999.0,1.0,18.2,-1.0,19.4,-1.0,37.6,-1.0,12.1,-1.0,0.92,-1.0,-9964.0,4.1964,-9999.0,1.0,42.4,-1.0,71.5,-1.0,644.647,1.0,0.0,-1.0,281.4,-1.0,21.55,-1.0,1.3,-1.0
2016-02-02 10:00:00,3,44.0,-1.0,-9999.0,1.0,-9999.0,1.0,5.3,-1.0,10.5,-1.0,15.7,-1.0,23.3,-1.0,0.7,-1.0,-9964.0,4.1964,-9999.0,1.0,37.9,-1.0,63.7,-1.0,644.532,1.0,0.0,-1.0,392.9,-1.0,22.86,-1.0,1.9,-1.0
2016-02-02 11:00:00,3,31.0,-1.0,-9999.0,1.0,-9999.0,1.0,4.0,-1.0,8.1,-1.0,12.0,-1.0,28.9,-1.0,0.63,-1.0,-9964.0,4.1964,-9999.0,1.0,33.7,-1.0,60.4,-1.0,644.225,1.0,0.0,-1.0,473.5,-1.0,23.94,-1.0,2.6,-1.0
2016-02-02 12:00:00,3,33.0,-1.0,-9999.0,1.0,-9999.0,1.0,3.7,-1.0,6.3,-1.0,10.1,-1.0,30.6,-1.0,0.61,-1.0,-9964.0,4.1964,-9999.0,1.0,31.0,-1.0,55.8,-1.0,643.612,1.0,0.0,-1.0,728.3,-1.0,25.41,-1.0,3.2,-1.0
2016-02-02 13:00:00,3,29.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.9,-1.0,5.2,-1.0,8.1,-1.0,34.6,-1.0,0.58,-1.0,-9964.0,4.1964,-9999.0,1.0,43.7,-1.0,45.4,-1.0,642.586,1.0,0.0,-1.0,942.4,-1.0,27.71,-1.0,3.2,-1.0
2016-02-02 14:00:00,3,27.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.7,-1.0,4.8,-1.0,7.5,-1.0,36.2,-1.0,0.57,-1.0,-9964.0,4.1964,-9999.0,1.0,37.9,-1.0,37.4,-1.0,641.529,1.0,0.0,-1.0,912.5,-1.0,29.32,-1.0,3.3,-1.0
2016-02-02 15:00:00,3,33.0,-1.0,-9999.0,1.0,-9999.0,1.0,3.3,-1.0,5.5,-1.0,8.8,-1.0,35.0,-1.0,0.58,-1.0,-9964.0,4.1964,-9999.0,1.0,45.8,-1.0,36.3,-1.0,640.692,1.0,0.0,-1.0,772.2,-1.0,29.89,-1.0,4.0,-1.0
2016-02-02 16:00:00,3,25.0,-1.0,-9999.0,1.0,-9999.0,1.0,3.1,-1.0,5.2,-1.0,8.3,-1.0,32.4,-1.0,0.59,-1.0,-9964.0,4.1964,-9999.0,1.0,62.9,-1.0,39.3,-1.0,640.399,1.0,0.0,-1.0,549.3,-1.0,29.53,-1.0,4.7,-1.0
2016-02-02 17:00:00,3,37.0,-1.0,-9999.0,1.0,-9999.0,1.0,4.3,-1.0,7.6,-1.0,12.0,-1.0,30.5,-1.0,0.62,-1.0,-9964.0,4.1964,-9999.0,1.0,61.8,-1.0,45.4,-1.0,640.641,1.0,0.0,-1.0,297.3,-1.0,28.34,-1.0,3.9,-1.0
2016-02-02 18:00:00,3,32.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.4,-1.0,7.1,-1.0,9.5,-1.0,31.4,-1.0,0.65,-1.0,-9964.0,4.1964,-9999.0,1.0,62.0,-1.0,53.7,-1.0,641.203,1.0,0.0,-1.0,80.4,-1.0,26.16,-1.0,4.2,-1.0
2016-02-02 19:00:00,3,35.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.8,-1.0,10.4,-1.0,13.2,-1.0,27.5,-1.0,0.7,-1.0,-9964.0,4.1964,-9999.0,1.0,77.4,-1.0,58.7,-1.0,642.083,1.0,0.0,-1.0,0.0,-1.0,24.8,-1.0,3.8,-1.0
2016-02-02 20:00:00,3,37.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.7,-1.0,5.8,-1.0,7.5,-1.0,28.8,-1.0,0.64,-1.0,-9964.0,4.1964,-9999.0,1.0,65.0,-1.0,66.8,-1.0,642.897,1.0,0.0,-1.0,0.0,-1.0,23.6,-1.0,3.6,-1.0
2016-02-02 21:00:00,3,40.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.1,-1.0,8.3,-1.0,10.4,-1.0,22.4,-1.0,0.65,-1.0,-9964.0,4.1964,-9999.0,1.0,40.1,-1.0,71.2,-1.0,643.728,1.0,0.0,-1.0,0.0,-1.0,22.79,-1.0,3.0,-1.0
2016-02-02 22:00:00,3,39.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.8,-1.0,8.7,-1.0,10.5,-1.0,19.5,-1.0,0.66,-1.0,-9964.0,4.1964,-9999.0,1.0,49.5,-1.0,74.2,-1.0,644.104,1.0,0.0,-1.0,0.0,-1.0,22.1,-1.0,1.9,-1.0
2016-02-02 23:00:00,3,41.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.5,-1.0,7.8,-1.0,9.2,-1.0,18.6,-1.0,0.66,-1.0,-9964.0,4.1964,-9999.0,1.0,43.5,-1.0,77.4,-1.0,644.327,1.0,0.0,-1.0,0.0,-1.0,21.36,-1.0,2.2,-1.0
2016-02-03 00:00:00,3,38.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.5,-1.0,8.3,-1.0,9.7,-1.0,16.7,-1.0,0.63,-1.0,-9964.0,4.1964,-9999.0,1.0,65.9,-1.0,79.2,-1.0,644.43,1.0,0.0,-1.0,0.0,-1.0,21.05,-1.0,1.8,-1.0
2016-02-03 01:00:00,3,36.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.0,-1.0,5.9,-1.0,6.9,-1.0,18.1,-1.0,0.6,-1.0,-9964.0,4.1964,-9999.0,1.0,39.4914,1.0,82.0521,1.0,644.277,1.0,0.0,1.0,0.0,1.0,20.5164,1.0,2.04706,1.0
2016-02-03 02:00:00,3,42.0,-1.0,-9999.0,1.0,-9999.0,1.0,0.9,-1.0,5.3,-1.0,6.2,-1.0,17.4,-1.0,0.61,-1.0,-9964.0,4.1964,-9999.0,1.0,71.0738,1.0,81.9654,1.0,643.727,1.0,0.0,1.0,0.0,1.0,20.3859,1.0,1.72855,1.0
2016-02-03 03:00:00,3,39.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.0,-1.0,6.7,-1.0,7.8,-1.0,15.4,-1.0,0.66,-1.0,-9964.0,4.1964,-9999.0,1.0,72.3793,1.0,81.6682,1.0,643.324,1.0,0.0,1.0,0.0,1.0,20.3647,1.0,1.60029,1.0
2016-02-03 04:00:00,3,47.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.6,-1.0,9.0,-1.0,11.6,-1.0,13.6,-1.0,0.68,-1.0,-9964.0,4.1964,-9999.0,1.0,74.0948,1.0,81.9531,1.0,643.138,1.0,0.0,1.0,0.0,1.0,20.2895,1.0,1.33796,1.0
2016-02-03 05:00:00,3,43.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.7,-1.0,9.7,-1.0,11.4,-1.0,10.0,-1.0,0.73,-1.0,-9964.0,4.1964,-9999.0,1.0,69.857,1.0,83.7317,1.0,643.187,1.0,0.0,1.0,0.0,1.0,19.9154,1.0,0.980499,1.0
2016-02-03 06:00:00,3,52.0,-1.0,-9999.0,1.0,-9999.0,1.0,4.8,-1.0,13.6,-1.0,18.4,-1.0,6.4,-1.0,0.81,-1.0,-9964.0,4.1964,-9999.0,1.0,58.8821,1.0,84.0664,1.0,643.544,1.0,0.0,1.0,0.0,1.0,19.7856,1.0,0.94287,1.0
2016-02-03 07:00:00,3,54.0,-1.0,-9999.0,1.0,-9999.0,1.0,17.8,-1.0,19.1,-1.0,36.9,-1.0,3.1,-1.0,1.01,-1.0,-9964.0,4.1964,-9999.0,1.0,89.4939,1.0,83.6124,1.0,643.906,1.0,0.0,1.0,0.0695025,1.0,19.7553,1.0,0.979255,1.0
2016-02-03 08:00:00,3,54.0,-1.0,-9999.0,1.0,-9999.0,1.0,12.7,-1.0,16.8,-1.0,29.5,-1.0,4.8,-1.0,0.93,-1.0,-9964.0,4.1964,-9999.0,1.0,93.3472,1.0,82.2317,1.0,644.337,1.0,0.0,1.0,55.2031,1.0,20.04,1.0,1.35527,1.0
2016-02-03 09:00:00,3,53.0,-1.0,-9999.0,1.0,-9999.0,1.0,9.0,-1.0,14.5,-1.0,23.5,-1.0,10.9,-1.0,0.83,-1.0,-9964.0,4.1964,-9999.0,1.0,65.6061,1.0,75.7686,1.0,644.717,1.0,0.0,1.0,141.203,1.0,21.341,1.0,1.26808,1.0
2016-02-03 10:00:00,3,41.0,-1.0,-9999.0,1.0,-9999.0,1.0,7.5,-1.0,11.3,-1.0,18.8,-1.0,20.4,-1.0,0.76,-1.0,-9964.0,4.1964,-9999.0,1.0,70.5555,1.0,65.3113,1.0,644.688,1.0,0.0,1.0,474.942,1.0,23.3752,1.0,1.35668,1.0
2016-02-03 11:00:00,3,36.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.9,-1.0,5.9,-1.0,8.7,-1.0,39.9,-1.0,0.62,-1.0,-9964.0,4.1964,-9999.0,1.0,33.7161,1.0,52.6279,1.0,644.199,1.0,0.0,1.0,781.411,1.0,25.2752,1.0,3.22632,1.0
2016-02-03 12:00:00,3,34.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.7,-1.0,5.3,-1.0,8.0,-1.0,41.8,-1.0,0.6,-1.0,-9964.0,4.1964,-9999.0,1.0,31.2132,1.0,44.9399,1.0,643.414,1.0,0.0,1.0,986.953,1.0,27.0497,1.0,3.81225,1.0
2016-02-03 13:00:00,3,33.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.5,-1.0,4.9,-1.0,7.4,-1.0,41.2,-1.0,0.6,-1.0,-9964.0,4.1964,-9999.0,1.0,33.5438,1.0,42.5115,1.0,642.545,1.0,0.0,1.0,959.344,1.0,28.0548,1.0,4.06218,1.0
2016-02-03 14:00:00,3,32.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.8,-1.0,5.2,-1.0,8.0,-1.0,40.0,-1.0,0.59,-1.0,-9964.0,4.1964,-9999.0,1.0,52.9495,1.0,38.5,1.0,641.616,1.0,0.0,1.0,941.731,1.0,29.5098,1.0,3.84131,1.0
2016-02-03 15:00:00,3,37.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.5,-1.0,5.5,-1.0,8.0,-1.0,40.4,-1.0,0.59,-1.0,-9964.0,4.1964,-9999.0,1.0,50.6697,1.0,39.3571,1.0,641.008,1.0,0.0,1.0,779.805,1.0,29.631,1.0,4.22752,1.0
2016-02-03 16:00:00,3,48.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.7,-1.0,7.1,-1.0,9.8,-1.0,40.9,-1.0,0.6,-1.0,-9964.0,4.1964,-9999.0,1.0,45.3913,1.0,42.5551,1.0,640.747,1.0,0.0,1.0,553.71,1.0,28.9519,1.0,4.73642,1.0
2016-02-03 17:00:00,3,48.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.9,-1.0,5.9,-1.0,7.9,-1.0,42.3,-1.0,0.65,-1.0,-9964.0,4.1964,-9999.0,1.0,53.4236,1.0,46.1814,1.0,640.857,1.0,0.0,1.0,289.657,1.0,28.0091,1.0,4.60509,1.0
2016-02-03 18:00:00,3,54.0,-1.0,-9999.0,1.0,-9999.0,1.0,3.1,-1.0,11.7,-1.0,14.8,-1.0,33.6,-1.0,0.77,-1.0,-9964.0,4.1964,-9999.0,1.0,73.2008,1.0,50.6568,1.0,641.251,1.0,0.0,1.0,69.3399,1.0,26.6903,1.0,3.81819,1.0
2016-02-03 19:00:00,3,52.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.8,-1.0,12.5,-1.0,15.3,-1.0,27.9,-1.0,0.8,-1.0,-9964.0,4.1964,-9999.0,1.0,82.7474,1.0,57.6455,1.0,641.787,1.0,0.0,1.0,0.0,1.0,25.101,1.0,2.78972,1.0
2016-02-03 20:00:00,3,49.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.8,-1.0,15.5,-1.0,17.3,-1.0,20.5,-1.0,0.73,-1.0,-9964.0,4.1964,-9999.0,1.0,37.3825,1.0,62.6448,1.0,642.391,1.0,0.0,1.0,0.0,1.0,23.9289,1.0,1.52116,1.0
2016-02-03 21:00:00,3,46.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.1,-1.0,14.9,-1.0,17.1,-1.0,18.7,-1.0,0.73,-1.0,-9964.0,4.1964,-9999.0,1.0,34.4178,1.0,65.8474,1.0,642.995,1.0,0.0,1.0,0.0,1.0,23.2762,1.0,1.80994,1.0
2016-02-03 22:00:00,3,42.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.3,-1.0,10.4,-1.0,11.7,-1.0,22.1,-1.0,0.71,-1.0,-9964.0,4.1964,-9999.0,1.0,31.5388,1.0,67.4957,1.0,643.601,1.0,0.0,1.0,0.0,1.0,22.9608,1.0,2.41019,1.0
2016-02-03 23:00:00,3,47.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.2,-1.0,7.5,-1.0,8.7,-1.0,24.0,-1.0,0.69,-1.0,-9964.0,4.1964,-9999.0,1.0,31.1523,1.0,69.048,1.0,643.924,1.0,0.0,1.0,0.0,1.0,22.4953,1.0,2.30518,1.0
2016-02-04 00:00:00,3,37.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.0,-1.0,6.7,-1.0,7.6,-1.0,24.0,-1.0,0.66,-1.0,-9964.0,4.1964,-9999.0,1.0,38.773,1.0,70.5441,1.0,643.927,1.0,0.0,1.0,0.0,1.0,21.9081,1.0,1.84925,1.0
2016-02-04 01:00:00,3,46.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.1,-1.0,7.0,-1.0,8.1,-1.0,23.3,-1.0,0.65,-1.0,-9964.0,4.1964,-9999.0,1.0,63.0457,1.0,70.9047,1.0,643.859,1.0,0.0,1.0,0.0,1.0,21.4483,1.0,2.09374,1.0
2016-02-04 02:00:00,3,41.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.1,-1.0,10.2,-1.0,11.3,-1.0,16.5,-1.0,0.72,-1.0,-9964.0,4.1964,-9999.0,1.0,77.4731,1.0,74.046,1.0,643.589,1.0,0.0,1.0,0.0,1.0,20.8552,1.0,1.45082,1.0
2016-02-04 03:00:00,3,39.0,-1.0,-9999.0,1.0,-9999.0,1.0,1.2,-1.0,11.3,-1.0,12.5,-1.0,12.3,-1.0,0.7,-1.0,-9964.0,4.1964,-9999.0,1.0,73.7135,1.0,74.7088,1.0,643.201,1.0,0.0,1.0,0.0,1.0,19.872,1.0,0.566045,1.0
2016-02-04 04:00:00,3,39.0,-1.0,-9999.0,1.0,-9999.0,1.0,2.6,-1.0,12.6,-1.0,15.2,-1.0,10.0,-1.0,0.75,-1.0,-9964.0,4.1964,-9999.0,1.0,240.936,1.0,76.3548,1.0,643.074,1.0,0.0,1.0,0.0,1.0,18.8256,1.0,0.169169,1.0
2016-02-04 05:00:00,3,36.0,-1.0,-9999.0,1.0,-9999.0,1.0,5.1,-1.0,12.8,-1.0,17.8,-1.0,9.9,-1.0,0.74,-1.0,-9964.0,4.1964,-9999.0,1.0,233.054,1.0,76.6318,1.0,643.271,1.0,0.0,1.0,0.0,1.0,17.9452,1.0,0.431995,1.0
