station;VARIABLE;YEAR;MONTH;DAY;HOUR;Value
station349;Temperature;2019;1;4;18;-999
station83;Temperature;2019;1;4;18;23.26
station68;Temperature;2019;1;4;18;27.6283333333333
station197;Temperature;2019;1;4;18;27.0946665666667
station59;Temperature;2019;1;4;18;24.8966666666667
station313;Temperature;2019;1;4;18;23.0931665833333
station252;Temperature;2019;1;4;18;26.7326668333333
station206;Temperature;2019;1;4;18;24.1683333333333
station229;Temperature;2019;1;4;18;24.9065000666667
station322;Temperature;2019;1;4;18;26.6031666333333
station318;Temperature;2019;1;4;18;25.8258333833333
station105;Temperature;2019;1;4;18;-95.455
station82;Temperature;2019;1;4;19;24.555
station254;Temperature;2019;1;4;19;24.8841666
station319;Temperature;2019;1;4;19;25.86416675
station271;Temperature;2019;1;4;19;25.2791666833333
station349;Temperature;2019;1;4;19;-999
station83;Temperature;2019;1;4;19;21.5033333333333
station68;Temperature;2019;1;4;19;25.945
station197;Temperature;2019;1;4;19;25.5703333
station59;Temperature;2019;1;4;19;23.3633333333333
station313;Temperature;2019;1;4;19;20.1376667
station252;Temperature;2019;1;4;19;24.9393334833333
station206;Temperature;2019;1;4;19;22.6783333333333
station229;Temperature;2019;1;4;19;23.2976667
station322;Temperature;2019;1;4;19;23.8829999166667
station318;Temperature;2019;1;4;19;24.1511666166667
station105;Temperature;2019;1;4;19;-165.42
station82;Temperature;2019;1;4;20;23.6466666666667
station254;Temperature;2019;1;4;20;23.7301665166667
station319;Temperature;2019;1;4;20;24.5604998166667
station271;Temperature;2019;1;4;20;24.4493331833333
station349;Temperature;2019;1;4;20;-999
station83;Temperature;2019;1;4;20;20.5783333333333
station68;Temperature;2019;1;4;20;24.1683333333333
station197;Temperature;2019;1;4;20;23.6384997333333
station59;Temperature;2019;1;4;20;22.665
station313;Temperature;2019;1;4;20;20.2474998333333
station252;Temperature;2019;1;4;20;24.25333345
station206;Temperature;2019;1;4;20;21.275
station229;Temperature;2019;1;4;20;22.2098332333333
station322;Temperature;2019;1;4;20;23.3696666166667
station318;Temperature;2019;1;4;20;23.5606670666667
station105;Temperature;2019;1;4;20;-148.298333333333
station82;Temperature;2019;1;4;21;22.6483333333333
station254;Temperature;2019;1;4;21;22.8910000666666
station319;Temperature;2019;1;4;21;23.7938332833333
station271;Temperature;2019;1;4;21;23.5961665666667
station349;Temperature;2019;1;4;21;-999
station83;Temperature;2019;1;4;21;20.0983333333333
station68;Temperature;2019;1;4;21;23.3866666666667
station197;Temperature;2019;1;4;21;23.5666664
station59;Temperature;2019;1;4;21;22.2366666666667
station313;Temperature;2019;1;4;21;19.2280001166667
station252;Temperature;2019;1;4;21;23.4981662666667
station206;Temperature;2019;1;4;21;21.22
station229;Temperature;2019;1;4;21;21.6628331833333
station322;Temperature;2019;1;4;21;23.13233355
station318;Temperature;2019;1;4;21;23.0018333333334
station105;Temperature;2019;1;4;21;-114.616666666667
station82;Temperature;2019;1;4;22;21.6633333333333
station254;Temperature;2019;1;4;22;22.4126669333333
station319;Temperature;2019;1;4;22;22.8471666666667
station271;Temperature;2019;1;4;22;22.9335
station349;Temperature;2019;1;4;22;-999
station83;Temperature;2019;1;4;22;18.9533333333333
station68;Temperature;2019;1;4;22;22.7916666666667
station197;Temperature;2019;1;4;22;22.6965
station59;Temperature;2019;1;4;22;21.9633333333333
station313;Temperature;2019;1;4;22;18.35449975
station252;Temperature;2019;1;4;22;22.3700000333333
station206;Temperature;2019;1;4;22;20.5383333333333
station229;Temperature;2019;1;4;22;21.09133315
station322;Temperature;2019;1;4;22;22.59599995
station318;Temperature;2019;1;4;22;22.55649995
station105;Temperature;2019;1;4;22;-64.3583333333333
station82;Temperature;2019;1;4;23;21.0183333333333
station254;Temperature;2019;1;4;23;21.7196667166667
station319;Temperature;2019;1;4;23;22.2434998666667
station271;Temperature;2019;1;4;23;22.3058333166667
station349;Temperature;2019;1;4;23;-999
station83;Temperature;2019;1;4;23;18.8266666666667
station68;Temperature;2019;1;4;23;21.7883333333333
station197;Temperature;2019;1;4;23;21.5006666
station59;Temperature;2019;1;4;23;21.205
station313;Temperature;2019;1;4;23;17.5750000333333
station252;Temperature;2019;1;4;23;21.8171666833333
station206;Temperature;2019;1;4;23;19.675
station229;Temperature;2019;1;4;23;20.5770002833334
station322;Temperature;2019;1;4;23;21.3714998166667
station318;Temperature;2019;1;4;23;20.8145000333333
station105;Temperature;2019;1;4;23;-166.916666666667
station82;Temperature;2019;1;5;0;20.5483333333333
station254;Temperature;2019;1;5;0;21.0383333833333
station319;Temperature;2019;1;5;0;21.4118334333333
station271;Temperature;2019;1;5;0;21.5486668333333
station349;Temperature;2019;1;5;0;-999
station83;Temperature;2019;1;5;0;18.12
station68;Temperature;2019;1;5;0;21.22
station197;Temperature;2019;1;5;0;20.4803331666667
station59;Temperature;2019;1;5;0;19.7816666666667
station313;Temperature;2019;1;5;0;16.75000005
station252;Temperature;2019;1;5;0;21.3858331666667
station206;Temperature;2019;1;5;0;18.9166666666667
station229;Temperature;2019;1;5;0;19.9126664333333
station322;Temperature;2019;1;5;0;20.20116665
station318;Temperature;2019;1;5;0;19.93916665
station105;Temperature;2019;1;5;0;-150.498333333333
station82;Temperature;2019;1;5;1;19.9933333333333
station254;Temperature;2019;1;5;1;20.0549996333333
station319;Temperature;2019;1;5;1;21.59033325
station271;Temperature;2019;1;5;1;21.0935000333333
station349;Temperature;2019;1;5;1;-999
station83;Temperature;2019;1;5;1;17.5233333333333
station68;Temperature;2019;1;5;1;20.8383333333333
station197;Temperature;2019;1;5;1;19.55466655
station59;Temperature;2019;1;5;1;19.3383333333333
station313;Temperature;2019;1;5;1;16.5993333833333
station252;Temperature;2019;1;5;1;20.42083355
station206;Temperature;2019;1;5;1;18.5133333333333
station229;Temperature;2019;1;5;1;19.3519999833333
station322;Temperature;2019;1;5;1;19.3489999
station318;Temperature;2019;1;5;1;19.3799998333333
station105;Temperature;2019;1;5;1;-201.925
station82;Temperature;2019;1;5;2;19.5783333333333
station254;Temperature;2019;1;5;2;19.3700000833333
station319;Temperature;2019;1;5;2;20.7424999666667
station271;Temperature;2019;1;5;2;20.6784996666667
station349;Temperature;2019;1;5;2;-999
station83;Temperature;2019;1;5;2;17.3266666666667
station68;Temperature;2019;1;5;2;20.4
station197;Temperature;2019;1;5;2;19.105
station59;Temperature;2019;1;5;2;18.92
station313;Temperature;2019;1;5;2;16.1045001
station252;Temperature;2019;1;5;2;19.86966665
station206;Temperature;2019;1;5;2;17.9566666666667
station229;Temperature;2019;1;5;2;18.6913334833333
station322;Temperature;2019;1;5;2;18.8326667333333
station318;Temperature;2019;1;5;2;19.0901664833333
station105;Temperature;2019;1;5;2;-185.381666666667
station82;Temperature;2019;1;5;3;18.9316666666666
station254;Temperature;2019;1;5;3;18.8675001
station319;Temperature;2019;1;5;3;20.0600000166667
station271;Temperature;2019;1;5;3;20.20000015
station349;Temperature;2019;1;5;3;-999
station83;Temperature;2019;1;5;3;17.1033333333333
station68;Temperature;2019;1;5;3;19.8966666666667
station197;Temperature;2019;1;5;3;18.4816667833333
station59;Temperature;2019;1;5;3;18.3566666666667
station313;Temperature;2019;1;5;3;15.6706666666667
station252;Temperature;2019;1;5;3;19.3458333833333
station206;Temperature;2019;1;5;3;17.2966666666667
station229;Temperature;2019;1;5;3;18.2496667666667
station322;Temperature;2019;1;5;3;18.1511668
station318;Temperature;2019;1;5;3;18.3230001833333
station105;Temperature;2019;1;5;3;-102.398333333333
station82;Temperature;2019;1;5;4;18.5616666666667
station254;Temperature;2019;1;5;4;18.5083334333333
station319;Temperature;2019;1;5;4;19.99483335
station271;Temperature;2019;1;5;4;19.8408332333333
station349;Temperature;2019;1;5;4;-999
station83;Temperature;2019;1;5;4;16.7783333333333
station68;Temperature;2019;1;5;4;19.63
station197;Temperature;2019;1;5;4;18.3773335333333
station59;Temperature;2019;1;5;4;18.36
station313;Temperature;2019;1;5;4;15.444
station252;Temperature;2019;1;5;4;19.1428333666667
station206;Temperature;2019;1;5;4;17.2266666666667
station229;Temperature;2019;1;5;4;18.21133325
station322;Temperature;2019;1;5;4;17.9155
station318;Temperature;2019;1;5;4;18.02416665
station105;Temperature;2019;1;5;4;-119.731666666667
station82;Temperature;2019;1;5;5;18.2766666666667
station254;Temperature;2019;1;5;5;18.3324999333333
station319;Temperature;2019;1;5;5;20.0370001333333
station271;Temperature;2019;1;5;5;19.81699965
station349;Temperature;2019;1;5;5;-999
station83;Temperature;2019;1;5;5;16.8633333333333
station68;Temperature;2019;1;5;5;19.845
station197;Temperature;2019;1;5;5;18.5413335
station59;Temperature;2019;1;5;5;18.435
station313;Temperature;2019;1;5;5;15.4905
station252;Temperature;2019;1;5;5;19.26266645
station206;Temperature;2019;1;5;5;17.2216666666667
station229;Temperature;2019;1;5;5;17.8451662166667
station322;Temperature;2019;1;5;5;18.1740001333333
station318;Temperature;2019;1;5;5;17.9621671333333
station105;Temperature;2019;1;5;5;-118.568333333333
station82;Temperature;2019;1;5;6;18.3133333333333
station254;Temperature;2019;1;5;6;18.6564999833333
station319;Temperature;2019;1;5;6;19.8866665166667
station271;Temperature;2019;1;5;6;19.8893331833333
station349;Temperature;2019;1;5;6;-999
station83;Temperature;2019;1;5;6;16.9683333333333
station68;Temperature;2019;1;5;6;19.7866666666667
station197;Temperature;2019;1;5;6;18.5866668166667
station59;Temperature;2019;1;5;6;18.3183333333333
station313;Temperature;2019;1;5;6;15.5588333333333
station252;Temperature;2019;1;5;6;19.1318336
station206;Temperature;2019;1;5;6;17.0566666666667
station229;Temperature;2019;1;5;6;17.75399985
station322;Temperature;2019;1;5;6;18.42316665
station318;Temperature;2019;1;5;6;18.0038333
station105;Temperature;2019;1;5;6;-186.553333333333
station82;Temperature;2019;1;5;7;19.0233333333333
station254;Temperature;2019;1;5;7;19.0178332333333
station319;Temperature;2019;1;5;7;20.4911667
station271;Temperature;2019;1;5;7;20.1020002
station349;Temperature;2019;1;5;7;-999
station83;Temperature;2019;1;5;7;17.0833333333333
station68;Temperature;2019;1;5;7;20.575
station197;Temperature;2019;1;5;7;18.9696666166667
station59;Temperature;2019;1;5;7;18.555
station313;Temperature;2019;1;5;7;16.0598333333333
station252;Temperature;2019;1;5;7;19.4228333666667
station206;Temperature;2019;1;5;7;17.215
station229;Temperature;2019;1;5;7;17.9571664833333
station322;Temperature;2019;1;5;7;18.6403333166667
station318;Temperature;2019;1;5;7;18.2496667166667
station105;Temperature;2019;1;5;7;-169.766666666667
station82;Temperature;2019;1;5;8;20.5216666666667
station254;Temperature;2019;1;5;8;20.3375000666667
station319;Temperature;2019;1;5;8;21.9749999166667
station271;Temperature;2019;1;5;8;21.4754999333333
station349;Temperature;2019;1;5;8;-999
station83;Temperature;2019;1;5;8;18.1883333333333
station68;Temperature;2019;1;5;8;21.9366666666667
station197;Temperature;2019;1;5;8;20.5403333833333
station59;Temperature;2019;1;5;8;19.8416666666667
station313;Temperature;2019;1;5;8;17.80833335
station252;Temperature;2019;1;5;8;20.3033332666667
station206;Temperature;2019;1;5;8;18.58
station229;Temperature;2019;1;5;8;18.8813332666667
station322;Temperature;2019;1;5;8;20.2119997666667
station318;Temperature;2019;1;5;8;19.71199995
station105;Temperature;2019;1;5;8;-151.655
station82;Temperature;2019;1;5;9;21.9483333333333
station254;Temperature;2019;1;5;9;22.5735000333333
station319;Temperature;2019;1;5;9;24.1305002333333
station271;Temperature;2019;1;5;9;23.64716665
station349;Temperature;2019;1;5;9;-999
station83;Temperature;2019;1;5;9;20.0083333333333
station68;Temperature;2019;1;5;9;23.5583333333333
station197;Temperature;2019;1;5;9;22.78733345
station59;Temperature;2019;1;5;9;20.8183333333333
station313;Temperature;2019;1;5;9;19.28016665
station252;Temperature;2019;1;5;9;22.05250005
station206;Temperature;2019;1;5;9;20.2783333333333
station229;Temperature;2019;1;5;9;20.6480000833333
station322;Temperature;2019;1;5;9;22.2599999166667
station318;Temperature;2019;1;5;9;21.87633335
station105;Temperature;2019;1;5;9;-183.49
station82;Temperature;2019;1;5;10;23.8516666666667
station254;Temperature;2019;1;5;10;24.6208334166667
station319;Temperature;2019;1;5;10;25.8978333
station271;Temperature;2019;1;5;10;25.1948334833333
station349;Temperature;2019;1;5;10;-999
station83;Temperature;2019;1;5;10;21.7583333333333
station68;Temperature;2019;1;5;10;25.0416666666667
station197;Temperature;2019;1;5;10;24.4614998666667
station59;Temperature;2019;1;5;10;22.5416666666667
station313;Temperature;2019;1;5;10;20.6644999833333
station252;Temperature;2019;1;5;10;24.1115000166667
station206;Temperature;2019;1;5;10;21.9983333333333
station229;Temperature;2019;1;5;10;22.4238333666667
station322;Temperature;2019;1;5;10;24.1229999666667
station318;Temperature;2019;1;5;10;23.5801666666667
station105;Temperature;2019;1;5;10;-114.178333333333
station82;Temperature;2019;1;5;11;24.92
station254;Temperature;2019;1;5;11;26.7894998666667
station319;Temperature;2019;1;5;11;27.30350005
station271;Temperature;2019;1;5;11;26.7111667
station349;Temperature;2019;1;5;11;-999
station83;Temperature;2019;1;5;11;24.2066666666667
station68;Temperature;2019;1;5;11;26.1916666666667
station197;Temperature;2019;1;5;11;25.8798333333333
station59;Temperature;2019;1;5;11;23.7233333333333
station313;Temperature;2019;1;5;11;21.9578333666667
station252;Temperature;2019;1;5;11;24.8905000833333
station206;Temperature;2019;1;5;11;23.095
station229;Temperature;2019;1;5;11;23.22566665
station322;Temperature;2019;1;5;11;24.9908332666667
station318;Temperature;2019;1;5;11;24.61083355
station105;Temperature;2019;1;5;11;-198.191666666667
station82;Temperature;2019;1;5;12;25.5366666666667
station254;Temperature;2019;1;5;12;27.2153333666667
station319;Temperature;2019;1;5;12;27.9683332666667
station271;Temperature;2019;1;5;12;27.9080000666667
station349;Temperature;2019;1;5;12;-999
station83;Temperature;2019;1;5;12;25.4583333333333
station68;Temperature;2019;1;5;12;28.1933333333333
station197;Temperature;2019;1;5;12;27.1623333833333
station59;Temperature;2019;1;5;12;24.97
station313;Temperature;2019;1;5;12;23.0289999666667
station252;Temperature;2019;1;5;12;26.3699999666667
station206;Temperature;2019;1;5;12;24.2866666666667
station229;Temperature;2019;1;5;12;24.6391667666667
station322;Temperature;2019;1;5;12;26.4378330666667
station318;Temperature;2019;1;5;12;26.12550005
station105;Temperature;2019;1;5;12;-197.081666666667
station82;Temperature;2019;1;5;13;26.1316666666667
station254;Temperature;2019;1;5;13;27.8151665666667
station319;Temperature;2019;1;5;13;28.6281666
station271;Temperature;2019;1;5;13;28.3096665166667
station349;Temperature;2019;1;5;13;-999
station83;Temperature;2019;1;5;13;26.0566666666667
station68;Temperature;2019;1;5;13;28.1266666666667
station197;Temperature;2019;1;5;13;28.55466645
station59;Temperature;2019;1;5;13;26.8333333333333
station313;Temperature;2019;1;5;13;24.7846666333333
station252;Temperature;2019;1;5;13;27.8484999333333
station206;Temperature;2019;1;5;13;25.4483333333333
station229;Temperature;2019;1;5;13;25.99250015
station322;Temperature;2019;1;5;13;28.1520000666667
station318;Temperature;2019;1;5;13;27.5551666166667
station105;Temperature;2019;1;5;13;-161.951666666667
station82;Temperature;2019;1;5;14;26.1
station254;Temperature;2019;1;5;14;28.0904999666667
station319;Temperature;2019;1;5;14;28.7363335333333
station271;Temperature;2019;1;5;14;27.94316665
station349;Temperature;2019;1;5;14;-999
station83;Temperature;2019;1;5;14;26.46
station68;Temperature;2019;1;5;14;28.825
station197;Temperature;2019;1;5;14;29.5321667666667
station59;Temperature;2019;1;5;14;27.295
station313;Temperature;2019;1;5;14;25.5830000833333
station252;Temperature;2019;1;5;14;28.8861667166667
station206;Temperature;2019;1;5;14;26.5066666666667
station229;Temperature;2019;1;5;14;26.9890001
station322;Temperature;2019;1;5;14;29.0889999833333
station318;Temperature;2019;1;5;14;28.5096666333333
station105;Temperature;2019;1;5;14;-144.406666666667
station82;Temperature;2019;1;5;15;25.9483333333333
station254;Temperature;2019;1;5;15;27.4841666166667
station319;Temperature;2019;1;5;15;28.0589998666667
station271;Temperature;2019;1;5;15;27.4010001166667
station349;Temperature;2019;1;5;15;-999
station83;Temperature;2019;1;5;15;25.94
station68;Temperature;2019;1;5;15;28.3983333333333
station197;Temperature;2019;1;5;15;28.6843333333333
station59;Temperature;2019;1;5;15;27.1616666666667
station313;Temperature;2019;1;5;15;26.01649995
station252;Temperature;2019;1;5;15;28.9475001
station206;Temperature;2019;1;5;15;27.0116666666667
station229;Temperature;2019;1;5;15;27.22033335
station322;Temperature;2019;1;5;15;28.8860002333333
station318;Temperature;2019;1;5;15;28.5570001166667
station105;Temperature;2019;1;5;15;-144.596666666667
station82;Temperature;2019;1;5;16;25.75
station254;Temperature;2019;1;5;16;27.3391667333333
station319;Temperature;2019;1;5;16;27.6064998333333
station271;Temperature;2019;1;5;16;26.63166655
station349;Temperature;2019;1;5;16;-999
station83;Temperature;2019;1;5;16;25.715
station68;Temperature;2019;1;5;16;27.455
station197;Temperature;2019;1;5;16;28.1263334
station59;Temperature;2019;1;5;16;26.3366666666667
station313;Temperature;2019;1;5;16;25.3623332333333
station252;Temperature;2019;1;5;16;28.2913332333333
station206;Temperature;2019;1;5;16;26.455
station229;Temperature;2019;1;5;16;26.6221668333333
station322;Temperature;2019;1;5;16;28.5989999333333
station318;Temperature;2019;1;5;16;28.21583345
station105;Temperature;2019;1;5;16;-144.125
station82;Temperature;2019;1;5;17;25.3116666666667
station254;Temperature;2019;1;5;17;26.19316665
station319;Temperature;2019;1;5;17;26.9133332833333
station271;Temperature;2019;1;5;17;25.8565000333333
station349;Temperature;2019;1;5;17;-999
station83;Temperature;2019;1;5;17;24.2583333333333
station68;Temperature;2019;1;5;17;26.6116666666667
station197;Temperature;2019;1;5;17;26.8250000833333
station59;Temperature;2019;1;5;17;25.13
station313;Temperature;2019;1;5;17;24.77483325
station252;Temperature;2019;1;5;17;26.8081666666667
station206;Temperature;2019;1;5;17;24.9366666666667
station229;Temperature;2019;1;5;17;25.47850005
station322;Temperature;2019;1;5;17;26.8621666333333
station318;Temperature;2019;1;5;17;26.8694999833333
station105;Temperature;2019;1;5;17;-127.386666666667
station82;Temperature;2019;1;5;18;24.2683333333333
station254;Temperature;2019;1;5;18;24.5311666333333
station319;Temperature;2019;1;5;18;25.28583345
station271;Temperature;2019;1;5;18;25.0195000333333
station349;Temperature;2019;1;5;18;-999
station83;Temperature;2019;1;5;18;21.7433333333333
station68;Temperature;2019;1;5;18;24.955
station197;Temperature;2019;1;5;18;20.9911667
station59;Temperature;2019;1;5;18;23.6933333333333
station313;Temperature;2019;1;5;18;22.12333345
station252;Temperature;2019;1;5;18;24.9883336166667
station206;Temperature;2019;1;5;18;23.2866666666667
station229;Temperature;2019;1;5;18;23.96799995
station322;Temperature;2019;1;5;18;25.3983334333333
station318;Temperature;2019;1;5;18;25.1610003166667
station105;Temperature;2019;1;5;18;-131.071666666667
station82;Temperature;2019;1;5;19;23.31
station254;Temperature;2019;1;5;19;23.6958331666667
station319;Temperature;2019;1;5;19;24.6548334833333
station271;Temperature;2019;1;5;19;24.1706667833333
station349;Temperature;2019;1;5;19;-999
station83;Temperature;2019;1;5;19;20.9883333333333
station68;Temperature;2019;1;5;19;23.9516666666667
station197;Temperature;2019;1;5;19;21.4500000333333
station59;Temperature;2019;1;5;19;22.1116666666667
station313;Temperature;2019;1;5;19;20.5330001333334
station252;Temperature;2019;1;5;19;23.6109997
station206;Temperature;2019;1;5;19;22.1933333333333
station229;Temperature;2019;1;5;19;22.37883325
station322;Temperature;2019;1;5;19;23.46766655
station318;Temperature;2019;1;5;19;23.7831665166667
station105;Temperature;2019;1;5;19;-183.445
station82;Temperature;2019;1;5;20;22.6
station254;Temperature;2019;1;5;20;22.8571670666667
station319;Temperature;2019;1;5;20;23.4843332833333
station271;Temperature;2019;1;5;20;23.7058335
station349;Temperature;2019;1;5;20;-999
station83;Temperature;2019;1;5;20;20.6666666666667
station68;Temperature;2019;1;5;20;23.2766666666667
station197;Temperature;2019;1;5;20;22.4163332666667
station59;Temperature;2019;1;5;20;21.9533333333333
station313;Temperature;2019;1;5;20;19.36700015
station252;Temperature;2019;1;5;20;23.0185000166667
station206;Temperature;2019;1;5;20;21.385
station229;Temperature;2019;1;5;20;21.9313334333333
station322;Temperature;2019;1;5;20;22.5676666
station318;Temperature;2019;1;5;20;22.7426668
station105;Temperature;2019;1;5;20;-132.336666666667
station82;Temperature;2019;1;5;21;21.8516666666666
station254;Temperature;2019;1;5;21;22.19666655
station319;Temperature;2019;1;5;21;22.8003333166667
station271;Temperature;2019;1;5;21;22.91699985
station349;Temperature;2019;1;5;21;-999
station83;Temperature;2019;1;5;21;20.2466666666667
station68;Temperature;2019;1;5;21;22.45
station197;Temperature;2019;1;5;21;22.2166667166666
station59;Temperature;2019;1;5;21;20.9983333333333
station313;Temperature;2019;1;5;21;18.2946666166667
station252;Temperature;2019;1;5;21;22.4393330166667
station206;Temperature;2019;1;5;21;20.9383333333333
station229;Temperature;2019;1;5;21;21.26100015
station322;Temperature;2019;1;5;21;22.5650002666667
station318;Temperature;2019;1;5;21;21.6483333833333
station105;Temperature;2019;1;5;21;-184.508333333333
station82;Temperature;2019;1;5;22;21.6966666666667
station254;Temperature;2019;1;5;22;21.7140007166667
station319;Temperature;2019;1;5;22;22.3958331166667
station271;Temperature;2019;1;5;22;22.23516685
station349;Temperature;2019;1;5;22;-999
station83;Temperature;2019;1;5;22;19.705
station68;Temperature;2019;1;5;22;21.8533333333333
station197;Temperature;2019;1;5;22;21.5493335666667
station59;Temperature;2019;1;5;22;20.3166666666667
station313;Temperature;2019;1;5;22;17.4355001166667
station252;Temperature;2019;1;5;22;21.8418334333333
station206;Temperature;2019;1;5;22;20.415
station229;Temperature;2019;1;5;22;20.7121666333333
station322;Temperature;2019;1;5;22;22.0316666166667
station318;Temperature;2019;1;5;22;21.53933365
station105;Temperature;2019;1;5;22;-134.635
station82;Temperature;2019;1;5;23;21.1083333333333
station254;Temperature;2019;1;5;23;21.4146666833333
station319;Temperature;2019;1;5;23;22.2215001
station271;Temperature;2019;1;5;23;21.8005001333333
station349;Temperature;2019;1;5;23;-999
station83;Temperature;2019;1;5;23;19.055
station68;Temperature;2019;1;5;23;21.29
station197;Temperature;2019;1;5;23;19.9691666166667
station59;Temperature;2019;1;5;23;19.86
station313;Temperature;2019;1;5;23;16.5740002166667
station252;Temperature;2019;1;5;23;21.2641667833333
station206;Temperature;2019;1;5;23;19.55
station229;Temperature;2019;1;5;23;19.9003333
station322;Temperature;2019;1;5;23;21.2871666166667
station318;Temperature;2019;1;5;23;20.9211666
station105;Temperature;2019;1;5;23;-134.201666666667
station82;Temperature;2019;1;6;0;20.4666666666667
station254;Temperature;2019;1;6;0;20.8658328833333
station319;Temperature;2019;1;6;0;21.6613333666667
station271;Temperature;2019;1;6;0;21.3591665166666
station349;Temperature;2019;1;6;0;-999
station83;Temperature;2019;1;6;0;18.2583333333333
station68;Temperature;2019;1;6;0;20.8516666666666
station197;Temperature;2019;1;6;0;19.36966635
station59;Temperature;2019;1;6;0;19.6116666666667
station313;Temperature;2019;1;6;0;16.4855
station252;Temperature;2019;1;6;0;20.9231663166667
station206;Temperature;2019;1;6;0;19.0133333333333
station229;Temperature;2019;1;6;0;19.4071667
station322;Temperature;2019;1;6;0;20.81266655
station318;Temperature;2019;1;6;0;20.6398338833333
station105;Temperature;2019;1;6;0;-167.813333333333
station82;Temperature;2019;1;6;1;20.4116666666667
station254;Temperature;2019;1;6;1;20.4999998333333
station319;Temperature;2019;1;6;1;21.6168334166667
station271;Temperature;2019;1;6;1;20.97533325
station349;Temperature;2019;1;6;1;-999
station83;Temperature;2019;1;6;1;17.47
station68;Temperature;2019;1;6;1;20.4333333333333
station197;Temperature;2019;1;6;1;19.0751667333333
station59;Temperature;2019;1;6;1;19.3866666666667
station313;Temperature;2019;1;6;1;16.6811664833333
station252;Temperature;2019;1;6;1;20.5214998666667
station206;Temperature;2019;1;6;1;18.8066666666666
station229;Temperature;2019;1;6;1;19.0845001
station322;Temperature;2019;1;6;1;20.2775003666667
station318;Temperature;2019;1;6;1;20.25150025
station105;Temperature;2019;1;6;1;-151.171666666667
station82;Temperature;2019;1;6;2;20.2733333333333
station254;Temperature;2019;1;6;2;20.36633295
station319;Temperature;2019;1;6;2;21.3960000333333
station271;Temperature;2019;1;6;2;20.7186668166667
station349;Temperature;2019;1;6;2;-999
station83;Temperature;2019;1;6;2;17.6516666666667
station68;Temperature;2019;1;6;2;20.2583333333333
station197;Temperature;2019;1;6;2;19.1448337666667
station59;Temperature;2019;1;6;2;19.2116666666667
station313;Temperature;2019;1;6;2;16.9176664833333
station252;Temperature;2019;1;6;2;20.2283337666667
station206;Temperature;2019;1;6;2;18.4133333333333
station229;Temperature;2019;1;6;2;18.7813330166667
station322;Temperature;2019;1;6;2;19.97983335
station318;Temperature;2019;1;6;2;-710.2303331
station105;Temperature;2019;1;6;2;-83.6883333333334
station82;Temperature;2019;1;6;3;20.25
station254;Temperature;2019;1;6;3;19.8936668666667
station319;Temperature;2019;1;6;3;21.0981667666667
station271;Temperature;2019;1;6;3;20.3648331833333
station349;Temperature;2019;1;6;3;-999
station83;Temperature;2019;1;6;3;17.5566666666667
station68;Temperature;2019;1;6;3;19.81
station197;Temperature;2019;1;6;3;19.4293335333333
station59;Temperature;2019;1;6;3;18.8233333333333
station313;Temperature;2019;1;6;3;16.8711664166667
station252;Temperature;2019;1;6;3;20.0893336166667
station206;Temperature;2019;1;6;3;18.2316666666667
station229;Temperature;2019;1;6;3;18.6681667166667
station322;Temperature;2019;1;6;3;19.9028334333333
station318;Temperature;2019;1;6;3;-999
station105;Temperature;2019;1;6;3;-134.378333333333
station82;Temperature;2019;1;6;4;20
station254;Temperature;2019;1;6;4;19.7845000333333
station319;Temperature;2019;1;6;4;20.7920000666667
station271;Temperature;2019;1;6;4;20.2148330833333
station349;Temperature;2019;1;6;4;-999
station83;Temperature;2019;1;6;4;17.165
station68;Temperature;2019;1;6;4;19.73
station197;Temperature;2019;1;6;4;18.9835001333333
station59;Temperature;2019;1;6;4;18.5483333333333
station313;Temperature;2019;1;6;4;16.1801666166667
station252;Temperature;2019;1;6;4;19.7903333833333
station206;Temperature;2019;1;6;4;17.97
station229;Temperature;2019;1;6;4;18.37116645
station322;Temperature;2019;1;6;4;19.7709999333333
station318;Temperature;2019;1;6;4;-999
station105;Temperature;2019;1;6;4;-117.641666666667
station82;Temperature;2019;1;6;5;19.5933333333333
station254;Temperature;2019;1;6;5;19.4058333833333
station319;Temperature;2019;1;6;5;20.0411667
station271;Temperature;2019;1;6;5;19.8271662333333
station349;Temperature;2019;1;6;5;-999
station83;Temperature;2019;1;6;5;17.2066666666667
station68;Temperature;2019;1;6;5;19.48
station197;Temperature;2019;1;6;5;18.1378333666667
station59;Temperature;2019;1;6;5;18.2083333333333
station313;Temperature;2019;1;6;5;15.89
station252;Temperature;2019;1;6;5;19.6753339833333
station206;Temperature;2019;1;6;5;17.4566666666666
station229;Temperature;2019;1;6;5;17.8973330166667
station322;Temperature;2019;1;6;5;19.15766665
station318;Temperature;2019;1;6;5;-999
station105;Temperature;2019;1;6;5;-134.876666666667
station82;Temperature;2019;1;6;6;19.3133333333333
station254;Temperature;2019;1;6;6;19.0428334333333
station319;Temperature;2019;1;6;6;2.96083336666667
station271;Temperature;2019;1;6;6;19.6993337333333
station349;Temperature;2019;1;6;6;-999
station83;Temperature;2019;1;6;6;16.7983333333333
station68;Temperature;2019;1;6;6;19.3783333333333
station197;Temperature;2019;1;6;6;17.8251664666667
station59;Temperature;2019;1;6;6;17.9416666666667
station313;Temperature;2019;1;6;6;15.7996667
station252;Temperature;2019;1;6;6;19.3513329833333
station206;Temperature;2019;1;6;6;17.2283333333333
